year,country,country_iso2,region,region_trase_id,parent_region,parent_region_trase_id,oil_palm_planted_area_hectares
"2003","INDONESIA","ID","ACEH BARAT","ID-1107","ACEH","ID-11","28141.5734117686"
"2003","INDONESIA","ID","ACEH BARAT DAYA","ID-1112","ACEH","ID-11","26193.9903529523"
"2003","INDONESIA","ID","ACEH BESAR","ID-1108","ACEH","ID-11","2320.87764705881"
"2003","INDONESIA","ID","ACEH JAYA","ID-1116","ACEH","ID-11","1652.06258823515"
"2003","INDONESIA","ID","ACEH SELATAN","ID-1103","ACEH","ID-11","17047.3016470571"
"2003","INDONESIA","ID","ACEH SINGKIL","ID-1102","ACEH","ID-11","45621.0003529489"
"2003","INDONESIA","ID","ACEH TAMIANG","ID-1114","ACEH","ID-11","59141.3191764868"
"2003","INDONESIA","ID","ACEH TENGAH","ID-1106","ACEH","ID-11","3103.41352941184"
"2003","INDONESIA","ID","ACEH TENGGARA","ID-1104","ACEH","ID-11","32173.4632941333"
"2003","INDONESIA","ID","ACEH TIMUR","ID-1105","ACEH","ID-11","69509.1748235331"
"2003","INDONESIA","ID","ACEH UTARA","ID-1111","ACEH","ID-11","42170.8627058836"
"2003","INDONESIA","ID","AGAM","ID-1307","SUMATERA BARAT","ID-13","57779.5563529755"
"2003","INDONESIA","ID","ALOR","ID-5307","NUSA TENGGARA TIMUR","ID-53","0"
"2003","INDONESIA","ID","AMBON (KOTA)","ID-8171","MALUKU","ID-81","0"
"2003","INDONESIA","ID","ASAHAN","ID-1208","SUMATERA UTARA","ID-12","167887.265647106"
"2003","INDONESIA","ID","ASMAT","ID-9415","PAPUA","ID-94","0"
"2003","INDONESIA","ID","BADUNG","ID-5103","BALI","ID-51","0"
"2003","INDONESIA","ID","BALANGAN","ID-6311","KALIMANTAN SELATAN","ID-63","890.712705882386"
"2003","INDONESIA","ID","BALIKPAPAN (KOTA)","ID-6471","KALIMANTAN TIMUR","ID-64","403.383176470582"
"2003","INDONESIA","ID","BANDA ACEH (KOTA)","ID-1171","ACEH","ID-11","0"
"2003","INDONESIA","ID","BANDAR LAMPUNG (KOTA)","ID-1871","LAMPUNG","ID-18","0"
"2003","INDONESIA","ID","BANDUNG","ID-3204","JAWA BARAT","ID-32","0"
"2003","INDONESIA","ID","BANDUNG BARAT","ID-3217","JAWA BARAT","ID-32","0"
"2003","INDONESIA","ID","BANDUNG (KOTA)","ID-3273","JAWA BARAT","ID-32","0"
"2003","INDONESIA","ID","BANGGAI","ID-7202","SULAWESI TENGAH","ID-72","17238.9988235307"
"2003","INDONESIA","ID","BANGGAI KEPULAUAN","ID-7201","SULAWESI TENGAH","ID-72","0"
"2003","INDONESIA","ID","BANGGAI LAUT","ID-7211","SULAWESI TENGAH","ID-72","0"
"2003","INDONESIA","ID","BANGKA","ID-1901","KEP. BANGKA BELITUNG","ID-19","49464.784588246"
"2003","INDONESIA","ID","BANGKA BARAT","ID-1903","KEP. BANGKA BELITUNG","ID-19","37610.6932941377"
"2003","INDONESIA","ID","BANGKALAN","ID-3526","JAWA TIMUR","ID-35","0"
"2003","INDONESIA","ID","BANGKA SELATAN","ID-1905","KEP. BANGKA BELITUNG","ID-19","5189.03117647136"
"2003","INDONESIA","ID","BANGKA TENGAH","ID-1904","KEP. BANGKA BELITUNG","ID-19","24206.3110588231"
"2003","INDONESIA","ID","BANGLI","ID-5106","BALI","ID-51","0"
"2003","INDONESIA","ID","BANJAR","ID-6303","KALIMANTAN SELATAN","ID-63","4374.06388235298"
"2003","INDONESIA","ID","BANJARBARU (KOTA)","ID-6372","KALIMANTAN SELATAN","ID-63","5.85"
"2003","INDONESIA","ID","BANJAR (KOTA)","ID-3279","JAWA BARAT","ID-32","0"
"2003","INDONESIA","ID","BANJARMASIN (KOTA)","ID-6371","KALIMANTAN SELATAN","ID-63","0"
"2003","INDONESIA","ID","BANJARNEGARA","ID-3304","JAWA TENGAH","ID-33","0"
"2003","INDONESIA","ID","BANTAENG","ID-7303","SULAWESI SELATAN","ID-73","0"
"2003","INDONESIA","ID","BANTUL","ID-3402","D I YOGYAKARTA","ID-34","0"
"2003","INDONESIA","ID","BANYUASIN","ID-1607","SUMATERA SELATAN","ID-16","51242.9731764756"
"2003","INDONESIA","ID","BANYUMAS","ID-3302","JAWA TENGAH","ID-33","0"
"2003","INDONESIA","ID","BANYUWANGI","ID-3510","JAWA TIMUR","ID-35","0"
"2003","INDONESIA","ID","BARITO KUALA","ID-6304","KALIMANTAN SELATAN","ID-63","6512.90894117575"
"2003","INDONESIA","ID","BARITO SELATAN","ID-6204","KALIMANTAN TENGAH","ID-62","293.07035294118"
"2003","INDONESIA","ID","BARITO TIMUR","ID-6212","KALIMANTAN TENGAH","ID-62","4044.41682352894"
"2003","INDONESIA","ID","BARITO UTARA","ID-6205","KALIMANTAN TENGAH","ID-62","10234.2409411766"
"2003","INDONESIA","ID","BARRU","ID-7310","SULAWESI SELATAN","ID-73","0"
"2003","INDONESIA","ID","BATAM (KOTA)","ID-2171","KEP. RIAU","ID-21","0"
"2003","INDONESIA","ID","BATANG","ID-3325","JAWA TENGAH","ID-33","0"
"2003","INDONESIA","ID","BATANG HARI","ID-1504","JAMBI","ID-15","193457.173058916"
"2003","INDONESIA","ID","BATU BARA","ID-1219","SUMATERA UTARA","ID-12","22401.7372941165"
"2003","INDONESIA","ID","BAU-BAU (KOTA)","ID-7472","SULAWESI TENGGARA","ID-74","0"
"2003","INDONESIA","ID","BEKASI","ID-3216","JAWA BARAT","ID-32","0"
"2003","INDONESIA","ID","BEKASI (KOTA)","ID-3275","JAWA BARAT","ID-32","0"
"2003","INDONESIA","ID","BELITUNG","ID-1902","KEP. BANGKA BELITUNG","ID-19","22297.5091764792"
"2003","INDONESIA","ID","BELITUNG TIMUR","ID-1906","KEP. BANGKA BELITUNG","ID-19","27933.8968235596"
"2003","INDONESIA","ID","BELU","ID-5306","NUSA TENGGARA TIMUR","ID-53","0"
"2003","INDONESIA","ID","BENER MERIAH","ID-1117","ACEH","ID-11","2.88"
"2003","INDONESIA","ID","BENGKALIS","ID-1408","RIAU","ID-14","70824.5167059106"
"2003","INDONESIA","ID","BENGKAYANG","ID-6102","KALIMANTAN BARAT","ID-61","14666.0392941189"
"2003","INDONESIA","ID","BENGKULU (KOTA)","ID-1771","BENGKULU","ID-17","300.752470588242"
"2003","INDONESIA","ID","BENGKULU SELATAN","ID-1701","BENGKULU","ID-17","17115.6924705896"
"2003","INDONESIA","ID","BENGKULU TENGAH","ID-1709","BENGKULU","ID-17","17930.3396470602"
"2003","INDONESIA","ID","BENGKULU UTARA","ID-1703","BENGKULU","ID-17","71234.0569411922"
"2003","INDONESIA","ID","BERAU","ID-6405","KALIMANTAN TIMUR","ID-64","5340.5809411765"
"2003","INDONESIA","ID","BIAK NUMFOR","ID-9409","PAPUA","ID-94","0"
"2003","INDONESIA","ID","BIMA","ID-5206","NUSA TENGGARA BARAT","ID-52","0"
"2003","INDONESIA","ID","BINJAI (KOTA)","ID-1276","SUMATERA UTARA","ID-12","85.1308235294124"
"2003","INDONESIA","ID","BINTAN","ID-2102","KEP. RIAU","ID-21","1615.08670588244"
"2003","INDONESIA","ID","BIREUEN","ID-1110","ACEH","ID-11","8399.56658823461"
"2003","INDONESIA","ID","BITUNG (KOTA)","ID-7172","SULAWESI UTARA","ID-71","0"
"2003","INDONESIA","ID","BLITAR","ID-3505","JAWA TIMUR","ID-35","0"
"2003","INDONESIA","ID","BLORA","ID-3316","JAWA TENGAH","ID-33","0"
"2003","INDONESIA","ID","BOALEMO","ID-7501","GORONTALO","ID-75","1351.35670588234"
"2003","INDONESIA","ID","BOGOR","ID-3201","JAWA BARAT","ID-32","1554.57388235294"
"2003","INDONESIA","ID","BOGOR (KOTA)","ID-3271","JAWA BARAT","ID-32","0"
"2003","INDONESIA","ID","BOJONEGORO","ID-3522","JAWA TIMUR","ID-35","0"
"2003","INDONESIA","ID","BOLAANG MONGONDOW","ID-7101","SULAWESI UTARA","ID-71","0"
"2003","INDONESIA","ID","BOLAANG MONGONDOW SELATAN","ID-7110","SULAWESI UTARA","ID-71","0"
"2003","INDONESIA","ID","BOLAANG MONGONDOW TIMUR","ID-7111","SULAWESI UTARA","ID-71","0"
"2003","INDONESIA","ID","BOLAANG MONGONDOW UTARA","ID-7107","SULAWESI UTARA","ID-71","110.700000000003"
"2003","INDONESIA","ID","BOMBANA","ID-7406","SULAWESI TENGGARA","ID-74","105.570000000001"
"2003","INDONESIA","ID","BONDOWOSO","ID-3511","JAWA TIMUR","ID-35","0"
"2003","INDONESIA","ID","BONE","ID-7311","SULAWESI SELATAN","ID-73","23.67"
"2003","INDONESIA","ID","BONE BOLANGO","ID-7504","GORONTALO","ID-75","0"
"2003","INDONESIA","ID","BOVEN DIGOEL","ID-9413","PAPUA","ID-94","9351.37588236121"
"2003","INDONESIA","ID","BOYOLALI","ID-3309","JAWA TENGAH","ID-33","0"
"2003","INDONESIA","ID","BREBES","ID-3329","JAWA TENGAH","ID-33","0"
"2003","INDONESIA","ID","BULELENG","ID-5108","BALI","ID-51","0"
"2003","INDONESIA","ID","BULUKUMBA","ID-7302","SULAWESI SELATAN","ID-73","119.158235294119"
"2003","INDONESIA","ID","BULUNGAN","ID-6502","KALIMANTAN UTARA","ID-65","1405.74317647056"
"2003","INDONESIA","ID","BUNGO","ID-1509","JAMBI","ID-15","12093.297176472"
"2003","INDONESIA","ID","BUOL","ID-7207","SULAWESI TENGAH","ID-72","13267.5377647101"
"2003","INDONESIA","ID","BURU","ID-8104","MALUKU","ID-81","0"
"2003","INDONESIA","ID","BURU SELATAN","ID-8109","MALUKU","ID-81","0"
"2003","INDONESIA","ID","BUTON","ID-7401","SULAWESI TENGGARA","ID-74","49.0489411764706"
"2003","INDONESIA","ID","BUTON SELATAN","ID-7415","SULAWESI TENGGARA","ID-74","0"
"2003","INDONESIA","ID","BUTON TENGAH","ID-7414","SULAWESI TENGGARA","ID-74","0"
"2003","INDONESIA","ID","BUTON UTARA","ID-7409","SULAWESI TENGGARA","ID-74","69.7810588235295"
"2003","INDONESIA","ID","CIAMIS","ID-3207","JAWA BARAT","ID-32","0"
"2003","INDONESIA","ID","CIANJUR","ID-3203","JAWA BARAT","ID-32","219.642352941183"
"2003","INDONESIA","ID","CILACAP","ID-3301","JAWA TENGAH","ID-33","0"
"2003","INDONESIA","ID","CILEGON (KOTA)","ID-3672","BANTEN","ID-36","0"
"2003","INDONESIA","ID","CIREBON","ID-3209","JAWA BARAT","ID-32","0"
"2003","INDONESIA","ID","CIREBON (KOTA)","ID-3274","JAWA BARAT","ID-32","0"
"2003","INDONESIA","ID","DAIRI","ID-1210","SUMATERA UTARA","ID-12","354.027176470593"
"2003","INDONESIA","ID","DEIYAI","ID-9436","PAPUA","ID-94","0"
"2003","INDONESIA","ID","DELI SERDANG","ID-1212","SUMATERA UTARA","ID-12","81808.531411784"
"2003","INDONESIA","ID","DEMAK","ID-3321","JAWA TENGAH","ID-33","0"
"2003","INDONESIA","ID","DENPASAR (KOTA)","ID-5171","BALI","ID-51","0"
"2003","INDONESIA","ID","DEPOK (KOTA)","ID-3276","JAWA BARAT","ID-32","0"
"2003","INDONESIA","ID","DHARMASRAYA","ID-1311","SUMATERA BARAT","ID-13","62036.3872941468"
"2003","INDONESIA","ID","DOGIYAI","ID-9434","PAPUA","ID-94","0"
"2003","INDONESIA","ID","DOMPU","ID-5205","NUSA TENGGARA BARAT","ID-52","0"
"2003","INDONESIA","ID","DONGGALA","ID-7205","SULAWESI TENGAH","ID-72","50005.6115294389"
"2003","INDONESIA","ID","DUMAI (KOTA)","ID-1473","RIAU","ID-14","1996.63976470583"
"2003","INDONESIA","ID","EMPAT LAWANG","ID-1611","SUMATERA SELATAN","ID-16","5035.86741176444"
"2003","INDONESIA","ID","ENDE","ID-5311","NUSA TENGGARA TIMUR","ID-53","0"
"2003","INDONESIA","ID","ENREKANG","ID-7316","SULAWESI SELATAN","ID-73","3.42"
"2003","INDONESIA","ID","FAKFAK","ID-9101","PAPUA BARAT","ID-91","1950.4136470584"
"2003","INDONESIA","ID","FLORES TIMUR","ID-5309","NUSA TENGGARA TIMUR","ID-53","0"
"2003","INDONESIA","ID","GARUT","ID-3205","JAWA BARAT","ID-32","3886.2130588235"
"2003","INDONESIA","ID","GAYO LUES","ID-1113","ACEH","ID-11","23504.7515294222"
"2003","INDONESIA","ID","GIANYAR","ID-5104","BALI","ID-51","0"
"2003","INDONESIA","ID","GORONTALO","ID-7502","GORONTALO","ID-75","1493.53552941179"
"2003","INDONESIA","ID","GORONTALO (KOTA)","ID-7571","GORONTALO","ID-75","0"
"2003","INDONESIA","ID","GORONTALO UTARA","ID-7505","GORONTALO","ID-75","319.905882352934"
"2003","INDONESIA","ID","GOWA","ID-7306","SULAWESI SELATAN","ID-73","0"
"2003","INDONESIA","ID","GRESIK","ID-3525","JAWA TIMUR","ID-35","0"
"2003","INDONESIA","ID","GROBOGAN","ID-3315","JAWA TENGAH","ID-33","0"
"2003","INDONESIA","ID","GUNUNG KIDUL","ID-3403","D I YOGYAKARTA","ID-34","0"
"2003","INDONESIA","ID","GUNUNG MAS","ID-6211","KALIMANTAN TENGAH","ID-62","386.252823529415"
"2003","INDONESIA","ID","GUNUNG SITOLI (KOTA)","ID-1278","SUMATERA UTARA","ID-12","0"
"2003","INDONESIA","ID","HALMAHERA BARAT","ID-8201","MALUKU UTARA","ID-82","397.890000000012"
"2003","INDONESIA","ID","HALMAHERA SELATAN","ID-8204","MALUKU UTARA","ID-82","12.33"
"2003","INDONESIA","ID","HALMAHERA TENGAH","ID-8202","MALUKU UTARA","ID-82","0"
"2003","INDONESIA","ID","HALMAHERA TIMUR","ID-8206","MALUKU UTARA","ID-82","0"
"2003","INDONESIA","ID","HALMAHERA UTARA","ID-8205","MALUKU UTARA","ID-82","0"
"2003","INDONESIA","ID","HULU SUNGAI SELATAN","ID-6306","KALIMANTAN SELATAN","ID-63","1481.42717647048"
"2003","INDONESIA","ID","HULU SUNGAI TENGAH","ID-6307","KALIMANTAN SELATAN","ID-63","156.483176470591"
"2003","INDONESIA","ID","HULU SUNGAI UTARA","ID-6308","KALIMANTAN SELATAN","ID-63","197.051647058829"
"2003","INDONESIA","ID","HUMBANG HASUNDUTAN","ID-1215","SUMATERA UTARA","ID-12","17.46"
"2003","INDONESIA","ID","INDRAGIRI HILIR","ID-1403","RIAU","ID-14","105567.346588259"
"2003","INDONESIA","ID","INDRAGIRI HULU","ID-1402","RIAU","ID-14","168031.785529473"
"2003","INDONESIA","ID","INDRAMAYU","ID-3212","JAWA BARAT","ID-32","0"
"2003","INDONESIA","ID","INTAN JAYA","ID-9435","PAPUA","ID-94","0"
"2003","INDONESIA","ID","JAKARTA BARAT (KOTA)","ID-3174","DKI JAKARTA","ID-31","0"
"2003","INDONESIA","ID","JAKARTA PUSAT (KOTA)","ID-3173","DKI JAKARTA","ID-31","0"
"2003","INDONESIA","ID","JAKARTA SELATAN (KOTA)","ID-3171","DKI JAKARTA","ID-31","0"
"2003","INDONESIA","ID","JAKARTA TIMUR (KOTA)","ID-3172","DKI JAKARTA","ID-31","0"
"2003","INDONESIA","ID","JAKARTA UTARA (KOTA)","ID-3175","DKI JAKARTA","ID-31","0"
"2003","INDONESIA","ID","JAMBI (KOTA)","ID-1571","JAMBI","ID-15","11.7292941176471"
"2003","INDONESIA","ID","JAYAPURA","ID-9403","PAPUA","ID-94","16217.5884705966"
"2003","INDONESIA","ID","JAYAPURA (KOTA)","ID-9471","PAPUA","ID-94","0"
"2003","INDONESIA","ID","JAYAWIJAYA","ID-9402","PAPUA","ID-94","0"
"2003","INDONESIA","ID","JEMBER","ID-3509","JAWA TIMUR","ID-35","0"
"2003","INDONESIA","ID","JEMBRANA","ID-5101","BALI","ID-51","0"
"2003","INDONESIA","ID","JENEPONTO","ID-7304","SULAWESI SELATAN","ID-73","0"
"2003","INDONESIA","ID","JEPARA","ID-3320","JAWA TENGAH","ID-33","0"
"2003","INDONESIA","ID","JOMBANG","ID-3517","JAWA TIMUR","ID-35","0"
"2003","INDONESIA","ID","KAIMANA","ID-9102","PAPUA BARAT","ID-91","0"
"2003","INDONESIA","ID","KAMPAR","ID-1406","RIAU","ID-14","328123.294941365"
"2003","INDONESIA","ID","KAPUAS","ID-6203","KALIMANTAN TENGAH","ID-62","37284.8174117802"
"2003","INDONESIA","ID","KAPUAS HULU","ID-6108","KALIMANTAN BARAT","ID-61","2914.28188235261"
"2003","INDONESIA","ID","KARANGANYAR","ID-3313","JAWA TENGAH","ID-33","0"
"2003","INDONESIA","ID","KARANGASEM","ID-5107","BALI","ID-51","0"
"2003","INDONESIA","ID","KARAWANG","ID-3215","JAWA BARAT","ID-32","0"
"2003","INDONESIA","ID","KARIMUN","ID-2101","KEP. RIAU","ID-21","539.922352941185"
"2003","INDONESIA","ID","KARO","ID-1211","SUMATERA UTARA","ID-12","18807.3155294248"
"2003","INDONESIA","ID","KATINGAN","ID-6209","KALIMANTAN TENGAH","ID-62","11278.6817647053"
"2003","INDONESIA","ID","KAUR","ID-1704","BENGKULU","ID-17","3229.45199999992"
"2003","INDONESIA","ID","KAYONG UTARA","ID-6111","KALIMANTAN BARAT","ID-61","1315.28329411763"
"2003","INDONESIA","ID","KEBUMEN","ID-3305","JAWA TENGAH","ID-33","0"
"2003","INDONESIA","ID","KEDIRI","ID-3506","JAWA TIMUR","ID-35","0"
"2003","INDONESIA","ID","KEEROM","ID-9420","PAPUA","ID-94","7581.69352941148"
"2003","INDONESIA","ID","KENDAL","ID-3324","JAWA TENGAH","ID-33","0"
"2003","INDONESIA","ID","KENDARI (KOTA)","ID-7471","SULAWESI TENGGARA","ID-74","0"
"2003","INDONESIA","ID","KEPAHIANG","ID-1708","BENGKULU","ID-17","0"
"2003","INDONESIA","ID","KEPULAUAN ANAMBAS","ID-2105","KEP. RIAU","ID-21","0"
"2003","INDONESIA","ID","KEPULAUAN ARU","ID-8105","MALUKU","ID-81","0"
"2003","INDONESIA","ID","KEPULAUAN MENTAWAI","ID-1301","SUMATERA BARAT","ID-13","0"
"2003","INDONESIA","ID","KEPULAUAN MERANTI","ID-1410","RIAU","ID-14","4199.82282352914"
"2003","INDONESIA","ID","KEPULAUAN SANGIHE","ID-7103","SULAWESI UTARA","ID-71","0"
"2003","INDONESIA","ID","KEPULAUAN SELAYAR","ID-7301","SULAWESI SELATAN","ID-73","0"
"2003","INDONESIA","ID","KEPULAUAN SERIBU","ID-3101","DKI JAKARTA","ID-31","0"
"2003","INDONESIA","ID","KEPULAUAN SIAU TAGULANDANG BIARO","ID-7108","SULAWESI UTARA","ID-71","0"
"2003","INDONESIA","ID","KEPULAUAN SULA","ID-8203","MALUKU UTARA","ID-82","0"
"2003","INDONESIA","ID","KEPULAUAN TIDORE (KOTA)","ID-8272","MALUKU UTARA","ID-82","0"
"2003","INDONESIA","ID","KEPULAUAN YAPEN","ID-9408","PAPUA","ID-94","0"
"2003","INDONESIA","ID","KERINCI","ID-1501","JAMBI","ID-15","451.865999999979"
"2003","INDONESIA","ID","KETAPANG","ID-6106","KALIMANTAN BARAT","ID-61","136166.700000054"
"2003","INDONESIA","ID","KLATEN","ID-3310","JAWA TENGAH","ID-33","0"
"2003","INDONESIA","ID","KLUNGKUNG","ID-5105","BALI","ID-51","0"
"2003","INDONESIA","ID","KOLAKA","ID-7404","SULAWESI TENGGARA","ID-74","2343.34835294106"
"2003","INDONESIA","ID","KOLAKA TIMUR","ID-7411","SULAWESI TENGGARA","ID-74","104.037882352942"
"2003","INDONESIA","ID","KOLAKA UTARA","ID-7408","SULAWESI TENGGARA","ID-74","62.8168235294121"
"2003","INDONESIA","ID","KONAWE","ID-7403","SULAWESI TENGGARA","ID-74","2049.30705882357"
"2003","INDONESIA","ID","KONAWE KEPULAUAN","ID-7412","SULAWESI TENGGARA","ID-74","0"
"2003","INDONESIA","ID","KONAWE SELATAN","ID-7405","SULAWESI TENGGARA","ID-74","466.760823529423"
"2003","INDONESIA","ID","KONAWE UTARA","ID-7410","SULAWESI TENGGARA","ID-74","584.70105882354"
"2003","INDONESIA","ID","KOTABARU","ID-6302","KALIMANTAN SELATAN","ID-63","136796.543294194"
"2003","INDONESIA","ID","KOTAMOBAGU (KOTA)","ID-7174","SULAWESI UTARA","ID-71","0"
"2003","INDONESIA","ID","KOTAWARINGIN BARAT","ID-6201","KALIMANTAN TENGAH","ID-62","149451.765529481"
"2003","INDONESIA","ID","KOTAWARINGIN TIMUR","ID-6202","KALIMANTAN TENGAH","ID-62","98617.08317649"
"2003","INDONESIA","ID","KUANTAN SINGINGI","ID-1401","RIAU","ID-14","165167.228470664"
"2003","INDONESIA","ID","KUBU RAYA","ID-6112","KALIMANTAN BARAT","ID-61","15358.6581176483"
"2003","INDONESIA","ID","KUDUS","ID-3319","JAWA TENGAH","ID-33","0"
"2003","INDONESIA","ID","KULON PROGO","ID-3401","D I YOGYAKARTA","ID-34","0"
"2003","INDONESIA","ID","KUNINGAN","ID-3208","JAWA BARAT","ID-32","0"
"2003","INDONESIA","ID","KUPANG","ID-5303","NUSA TENGGARA TIMUR","ID-53","0"
"2003","INDONESIA","ID","KUPANG (KOTA)","ID-5371","NUSA TENGGARA TIMUR","ID-53","0"
"2003","INDONESIA","ID","KUTAI BARAT","ID-6402","KALIMANTAN TIMUR","ID-64","15341.2824705903"
"2003","INDONESIA","ID","KUTAI KARTANEGARA","ID-6403","KALIMANTAN TIMUR","ID-64","46208.4300000068"
"2003","INDONESIA","ID","KUTAI TIMUR","ID-6404","KALIMANTAN TIMUR","ID-64","65292.0532941406"
"2003","INDONESIA","ID","LABUHAN BATU","ID-1207","SUMATERA UTARA","ID-12","262823.052000182"
"2003","INDONESIA","ID","LABUHAN BATU SELATAN","ID-1222","SUMATERA UTARA","ID-12","135702.167294185"
"2003","INDONESIA","ID","LABUHAN BATU UTARA","ID-1223","SUMATERA UTARA","ID-12","48353.4730588388"
"2003","INDONESIA","ID","LAHAT","ID-1604","SUMATERA SELATAN","ID-16","63770.2768235409"
"2003","INDONESIA","ID","LAMANDAU","ID-6207","KALIMANTAN TENGAH","ID-62","13521.4161176477"
"2003","INDONESIA","ID","LAMONGAN","ID-3524","JAWA TIMUR","ID-35","0"
"2003","INDONESIA","ID","LAMPUNG BARAT","ID-1801","LAMPUNG","ID-18","4996.72094117722"
"2003","INDONESIA","ID","LAMPUNG SELATAN","ID-1803","LAMPUNG","ID-18","29658.8421176484"
"2003","INDONESIA","ID","LAMPUNG TENGAH","ID-1805","LAMPUNG","ID-18","38654.9378823539"
"2003","INDONESIA","ID","LAMPUNG TIMUR","ID-1804","LAMPUNG","ID-18","7793.6248235296"
"2003","INDONESIA","ID","LAMPUNG UTARA","ID-1806","LAMPUNG","ID-18","15139.9842352937"
"2003","INDONESIA","ID","LANDAK","ID-6103","KALIMANTAN BARAT","ID-61","67907.115529426"
"2003","INDONESIA","ID","LANGKAT","ID-1213","SUMATERA UTARA","ID-12","140841.28800004"
"2003","INDONESIA","ID","LANGSA (KOTA)","ID-1173","ACEH","ID-11","4855.65035293996"
"2003","INDONESIA","ID","LANNY JAYA","ID-9430","PAPUA","ID-94","0"
"2003","INDONESIA","ID","LEBAK","ID-3602","BANTEN","ID-36","4750.234588235"
"2003","INDONESIA","ID","LEBONG","ID-1707","BENGKULU","ID-17","19.5003529411765"
"2003","INDONESIA","ID","LEMBATA","ID-5308","NUSA TENGGARA TIMUR","ID-53","0"
"2003","INDONESIA","ID","LHOKSEUMAWE (KOTA)","ID-1174","ACEH","ID-11","12.5618823529412"
"2003","INDONESIA","ID","LIMAPULUHKOTA","ID-1308","SUMATERA BARAT","ID-13","9968.60929411901"
"2003","INDONESIA","ID","LINGGA","ID-2104","KEP. RIAU","ID-21","0"
"2003","INDONESIA","ID","LOMBOK BARAT","ID-5201","NUSA TENGGARA BARAT","ID-52","0"
"2003","INDONESIA","ID","LOMBOK TENGAH","ID-5202","NUSA TENGGARA BARAT","ID-52","0"
"2003","INDONESIA","ID","LOMBOK TIMUR","ID-5203","NUSA TENGGARA BARAT","ID-52","0"
"2003","INDONESIA","ID","LUBUK LINGGAU (KOTA)","ID-1674","SUMATERA SELATAN","ID-16","20.7402352941176"
"2003","INDONESIA","ID","LUMAJANG","ID-3508","JAWA TIMUR","ID-35","0"
"2003","INDONESIA","ID","LUWU","ID-7317","SULAWESI SELATAN","ID-73","1514.69929411771"
"2003","INDONESIA","ID","LUWU TIMUR","ID-7325","SULAWESI SELATAN","ID-73","7872.85623529279"
"2003","INDONESIA","ID","LUWU UTARA","ID-7322","SULAWESI SELATAN","ID-73","26959.1961176446"
"2003","INDONESIA","ID","MADIUN","ID-3519","JAWA TIMUR","ID-35","0"
"2003","INDONESIA","ID","MAGELANG","ID-3308","JAWA TENGAH","ID-33","0"
"2003","INDONESIA","ID","MAGETAN","ID-3520","JAWA TIMUR","ID-35","0"
"2003","INDONESIA","ID","MAHAKAM ULU","ID-6411","KALIMANTAN TIMUR","ID-64","22.9870588235294"
"2003","INDONESIA","ID","MAJALENGKA","ID-3210","JAWA BARAT","ID-32","0"
"2003","INDONESIA","ID","MAJENE","ID-7601","SULAWESI BARAT","ID-76","266.155058823534"
"2003","INDONESIA","ID","MAKASSAR (KOTA)","ID-7371","SULAWESI SELATAN","ID-73","0"
"2003","INDONESIA","ID","MALAKA","ID-5321","NUSA TENGGARA TIMUR","ID-53","0"
"2003","INDONESIA","ID","MALANG","ID-3507","JAWA TIMUR","ID-35","0"
"2003","INDONESIA","ID","MALANG (KOTA)","ID-3573","JAWA TIMUR","ID-35","0"
"2003","INDONESIA","ID","MALINAU","ID-6501","KALIMANTAN UTARA","ID-65","467.263764705891"
"2003","INDONESIA","ID","MALUKU BARAT DAYA","ID-8108","MALUKU","ID-81","0"
"2003","INDONESIA","ID","MALUKU TENGAH","ID-8103","MALUKU","ID-81","856.437176470608"
"2003","INDONESIA","ID","MALUKU TENGGARA","ID-8102","MALUKU","ID-81","0"
"2003","INDONESIA","ID","MALUKU TENGGARA BARAT","ID-8101","MALUKU","ID-81","0"
"2003","INDONESIA","ID","MAMASA","ID-7603","SULAWESI BARAT","ID-76","29.9255294117647"
"2003","INDONESIA","ID","MAMBERAMO RAYA","ID-9428","PAPUA","ID-94","0"
"2003","INDONESIA","ID","MAMBERAMO TENGAH","ID-9431","PAPUA","ID-94","0"
"2003","INDONESIA","ID","MAMUJU","ID-7604","SULAWESI BARAT","ID-76","7701.43905882276"
"2003","INDONESIA","ID","MAMUJU TENGAH","ID-7606","SULAWESI BARAT","ID-76","9526.98211764887"
"2003","INDONESIA","ID","MAMUJU UTARA","ID-7605","SULAWESI BARAT","ID-76","23105.9823529491"
"2003","INDONESIA","ID","MANADO (KOTA)","ID-7171","SULAWESI UTARA","ID-71","0"
"2003","INDONESIA","ID","MANDAILING NATAL","ID-1202","SUMATERA UTARA","ID-12","114651.282705921"
"2003","INDONESIA","ID","MANGGARAI","ID-5313","NUSA TENGGARA TIMUR","ID-53","0"
"2003","INDONESIA","ID","MANGGARAI BARAT","ID-5315","NUSA TENGGARA TIMUR","ID-53","0"
"2003","INDONESIA","ID","MANGGARAI TIMUR","ID-5319","NUSA TENGGARA TIMUR","ID-53","0"
"2003","INDONESIA","ID","MANOKWARI","ID-9105","PAPUA BARAT","ID-91","10779.0684705888"
"2003","INDONESIA","ID","MANOKWARI SELATAN","ID-9111","PAPUA BARAT","ID-91","0"
"2003","INDONESIA","ID","MAPPI","ID-9414","PAPUA","ID-94","0"
"2003","INDONESIA","ID","MAROS","ID-7308","SULAWESI SELATAN","ID-73","0"
"2003","INDONESIA","ID","MAYBRAT","ID-9110","PAPUA BARAT","ID-91","0"
